WKT,název,popis,polygon_numpy,polygon_numpy_calibrated
"POLYGON ((14.3962628 50.1012895, 14.3963861 50.1012138, 14.3964049 50.1012586, 14.3963003 50.1013188, 14.3962628 50.1012895))",Mnohoúhelník 16,,"[[14.3962628 50.1012895]
 [14.3963861 50.1012138]
 [14.3964049 50.1012586]
 [14.3963003 50.1013188]
 [14.3962628 50.1012895]]","[[77.2267619  59.61083018]
 [68.8096132  68.40540674]
 [73.79120269 69.74611639]
 [80.4848732  62.28536773]
 [77.2267619  59.61083018]]"
"POLYGON ((14.3954623 50.10156, 14.395481 50.101455, 14.3955427 50.1014877, 14.3955347 50.1015462, 14.3954623 50.10156))",Mnohoúhelník 17,,"[[14.3954623 50.10156  ]
 [14.395481  50.101455 ]
 [14.3955427 50.1014877]
 [14.3955347 50.1015462]
 [14.3954623 50.10156  ]]","[[107.30331402   2.51512608]
 [ 95.62786373   3.84917114]
 [ 99.26405454   8.24976056]
 [105.76895204   7.67900286]
 [107.30331402   2.51512608]]"
"POLYGON ((14.3954489 50.1016064, 14.3951377 50.1016013, 14.3951458 50.1015479, 14.3954623 50.10156, 14.3954489 50.1016064))",Mnohoúhelník 18,,"[[14.3954489 50.1016064]
 [14.3951377 50.1016013]
 [14.3951458 50.1015479]
 [14.3954623 50.10156  ]
 [14.3954489 50.1016064]]","[[112.46274221   1.55926163]
 [111.89514896 -20.63664717]
 [105.95734348 -20.05880394]
 [107.30331402   2.51512608]
 [112.46274221   1.55926163]]"
"POLYGON ((14.395075 50.1015232, 14.3950804 50.101444, 14.3951448 50.1014475, 14.3951458 50.1015479, 14.395075 50.1015232))",Mnohoúhelník 19,,"[[14.395075  50.1015232]
 [14.3950804 50.101444 ]
 [14.3951448 50.1014475]
 [14.3951458 50.1015479]
 [14.395075  50.1015232]]","[[103.21072399 -25.108471  ]
 [ 94.40408117 -24.72314999]
 [ 94.79335596 -20.12989922]
 [105.95734348 -20.05880394]
 [103.21072399 -25.108471  ]]"
"POLYGON ((14.3951952 50.1011426, 14.3952052 50.1011038, 14.3955331 50.1011151, 14.3955117 50.1011564, 14.3951952 50.1011426))",Mnohoúhelník 20,,"[[14.3951952 50.1011426]
 [14.3952052 50.1011038]
 [14.3955331 50.1011151]
 [14.3955117 50.1011564]
 [14.3951952 50.1011426]]","[[ 60.89005078 -16.5344586 ]
 [ 56.57569679 -15.8211234 ]
 [ 57.83275004   7.56611505]
 [ 62.4250679    6.03965672]
 [ 60.89005078 -16.5344586 ]]"
"POLYGON ((14.3945903 50.0998761, 14.3946788 50.0998658, 14.3947405 50.099926, 14.3946976 50.0999518, 14.3945903 50.0998761))",Mnohoúhelník 21,,"[[14.3945903 50.0998761]
 [14.3946788 50.0998658]
 [14.3947405 50.099926 ]
 [14.3946976 50.0999518]
 [14.3945903 50.0998761]]","[[ 79.93925559 -59.67671687]
 [ 81.08447887 -53.36432942]
 [ 74.39047062 -48.96360097]
 [ 71.52168273 -52.02353448]
 [ 79.93925559 -59.67671687]]"
"POLYGON ((14.3945313 50.0998417, 14.3945769 50.099864, 14.3944535 50.0999191, 14.394416 50.0998847, 14.3945313 50.0998417))",Mnohoúhelník 22,,"[[14.3945313 50.0998417]
 [14.3945769 50.099864 ]
 [14.3944535 50.0999191]
 [14.394416  50.0998847]
 [14.3945313 50.0998417]]","[[ 83.76441956 -63.88491745]
 [ 81.28472844 -60.63247102]
 [ 75.15798543 -69.4341984 ]
 [ 78.98312549 -72.10888859]
 [ 83.76441956 -63.88491745]]"
"POLYGON ((14.3947862 50.1026849, 14.3947996 50.1026143, 14.3948667 50.1026075, 14.3948506 50.1027004, 14.3947862 50.1026849))",Mnohoúhelník 23,,"[[14.3947862 50.1026849]
 [14.3947996 50.1026143]
 [14.3948667 50.1026075]
 [14.3948506 50.1027004]
 [14.3947862 50.1026849]]","[[232.38568624 -45.70880049]
 [224.53532863 -44.75296071]
 [223.77928004 -39.96723173]
 [234.1092839  -41.11568922]
 [232.38568624 -45.70880049]]"
"POLYGON ((14.3927191 50.1019369, 14.3927486 50.1019077, 14.3929766 50.1020711, 14.3929229 50.1020917, 14.3927191 50.1019369))",Mnohoúhelník 24,,"[[14.3927191 50.1019369]
 [14.3927486 50.1019077]
 [14.3929766 50.1020711]
 [14.3929229 50.1020917]
 [14.3927191 50.1019369]]","[[ 149.21149746 -193.13960071]
 [ 145.96457625 -191.03560524]
 [ 164.13368821 -174.77375929]
 [ 166.42434105 -178.60378095]
 [ 149.21149746 -193.13960071]]"
"POLYGON ((14.3927486 50.1019077, 14.3927513 50.101856, 14.3928264 50.1018165, 14.3928666 50.1018492, 14.3927486 50.1019077))",Mnohoúhelník 25,,"[[14.3927486 50.1019077]
 [14.3927513 50.101856 ]
 [14.3928264 50.1018165]
 [14.3928666 50.1018492]
 [14.3927486 50.1019077]]","[[ 145.96457625 -191.03560524]
 [ 140.21578837 -190.84309919]
 [ 135.82352334 -185.48676734]
 [ 139.45957291 -182.61953261]
 [ 145.96457625 -191.03560524]]"
"POLYGON ((14.3920413 50.1013586, 14.3921701 50.1013001, 14.3922076 50.1013397, 14.3921111 50.1013827, 14.3920413 50.1013586))",Mnohoúhelník 26,,"[[14.3920413 50.1013586]
 [14.3921701 50.1013001]
 [14.3922076 50.1013397]
 [14.3921111 50.1013827]
 [14.3920413 50.1013586]]","[[  84.90818284 -241.48379446]
 [  78.40308481 -232.29738661]
 [  82.80635885 -229.6226495 ]
 [  87.58788159 -236.50532382]
 [  84.90818284 -241.48379446]]"
"POLYGON ((14.3920199 50.1011505, 14.3920253 50.1011126, 14.3921352 50.1011143, 14.3921352 50.1011642, 14.3920199 50.1011505))",Mnohoúhelník 27,,"[[14.3920199 50.1011505]
 [14.3920253 50.1011126]
 [14.3921352 50.1011143]
 [14.3921352 50.1011642]
 [14.3920199 50.1011505]]","[[  61.76851906 -243.01062318]
 [  57.5542173  -242.62556159]
 [  57.74308769 -234.78700774]
 [  63.2917222  -234.78689768]
 [  61.76851906 -243.01062318]]"
"POLYGON ((14.3920962 50.1005977, 14.3920962 50.1005633, 14.3922115 50.1005685, 14.3922034 50.1006081, 14.3920962 50.1005977))",Mnohoúhelník 28,,"[[14.3920962 50.1005977]
 [14.3920962 50.1005633]
 [14.3922115 50.1005685]
 [14.3922034 50.1006081]
 [14.3920962 50.1005977]]","[[   0.29976516 -237.56982806]
 [   3.5253456  -237.56990592]
 [   2.94729224 -229.34609896]
 [   1.45604383 -229.92374974]
 [   0.29976516 -237.56982806]]"
"POLYGON ((14.3920801 50.1007233, 14.3920881 50.1006838, 14.39219 50.1006872, 14.392182 50.1007302, 14.3920801 50.1007233))",Mnohoúhelník 29,,"[[14.3920801 50.1007233]
 [14.3920881 50.1006838]
 [14.39219   50.1006872]
 [14.392182  50.1007302]
 [14.3920801 50.1007233]]","[[  14.26589073 -238.71787572]
 [   9.87367335 -238.14736587]
 [  10.25159285 -230.87933859]
 [  15.03299222 -231.44984691]
 [  14.26589073 -238.71787572]]"
"POLYGON ((14.3921364 50.1002701, 14.3921444 50.1002306, 14.3922329 50.1002357, 14.3922329 50.1002787, 14.3921364 50.1002701))",Mnohoúhelník 30,,"[[14.3921364 50.1002701]
 [14.3921444 50.1002306]
 [14.3922329 50.1002357]
 [14.3922329 50.1002787]
 [14.3921364 50.1002701]]","[[  36.12780072 -234.70327882]
 [  40.52001766 -234.13276026]
 [  39.95304343 -227.82042531]
 [  35.17165499 -227.82033673]
 [  36.12780072 -234.70327882]]"
"POLYGON ((14.3953409 50.0995902, 14.3953275 50.0995446, 14.3953824 50.0995145, 14.3953985 50.0995618, 14.3953409 50.0995902))",Mnohoúhelník 32,,"[[14.3953409 50.0995902]
 [14.3953275 50.0995446]
 [14.3953824 50.0995145]
 [14.3953985 50.0995618]
 [14.3953409 50.0995902]]","[[111.72896192  -6.13851634]
 [116.79947956  -7.09417733]
 [120.14636032  -3.1782612 ]
 [114.88680576  -2.03002575]
 [111.72896192  -6.13851634]]"
"POLYGON ((14.3954845 50.0994206, 14.3954255 50.0994163, 14.3954309 50.099369, 14.3954926 50.0993699, 14.3954845 50.0994206))",Mnohoúhelník 33,,"[[14.3954845 50.0994206]
 [14.3954255 50.0994163]
 [14.3954309 50.099369 ]
 [14.3954926 50.0993699]
 [14.3954845 50.0994206]]","[[ 1.30587401e+02  4.10446277e+00]
 [ 1.31065644e+02 -1.03813093e-01]
 [ 1.36325162e+02  2.81480008e-01]
 [ 1.36224977e+02  4.68235233e+00]
 [ 1.30587401e+02  4.10446277e+00]]"
"POLYGON ((14.3954983 50.0988355, 14.3955077 50.0987933, 14.3955681 50.0988002, 14.3955667 50.0988407, 14.3954983 50.0988355))",Mnohoúhelník 34,,"[[14.3954983 50.0988355]
 [14.3955077 50.0987933]
 [14.3955681 50.0988002]
 [14.3955667 50.0988407]
 [14.3954983 50.0988355]]","[[195.6476179    5.09041335]
 [200.34003335   5.76101328]
 [199.57267646  10.06919475]
 [195.06927832   9.9692182 ]
 [195.6476179    5.09041335]]"
"POLYGON ((14.3957236 50.0988475, 14.3957236 50.0988088, 14.3957759 50.0988088, 14.3957746 50.098851, 14.3957236 50.0988475))",Mnohoúhelník 35,,"[[14.3957236 50.0988475]
 [14.3957236 50.0988088]
 [14.3957759 50.0988088]
 [14.3957746 50.098851 ]
 [14.3957236 50.0988475]]","[[194.31284779  21.16052386]
 [198.61609739  21.16064527]
 [198.61599084  24.89109008]
 [193.92356113  24.79822833]
 [194.31284779  21.16052386]]"
